Site_id,Subject_id,Time_stamp,Phase_number,Trial_number,Trial_time,Ground_Truth,Surprise,Surprise_time,Probabilities_score,Allocation_score,Number_probability_sets,Number_groups,Max_probs_in_set,Layer_type_1,Layer_type_2,Layer_type_3,Layer_type_4,Layer_type_5,Layer_Best_INT_1,Layer_Best_INT_2,Layer_Best_INT_3,Layer_Best_INT_4,Layer_Best_INT_5,Layer_Best_SIGINT_1,Layer_Best_SIGINT_2,Layer_Best_SIGINT_3,Layer_Best_SIGINT_4,Layer_Best_SIGINT_5,Layer_Surprise_1,Layer_Surprise_2,Layer_Surprise_3,Layer_Surprise_4,Layer_Surprise_5,Layer_Surprise_Time_1,Layer_Surprise_Time_2,Layer_Surprise_Time_3,Layer_Surprise_Time_4,Layer_Surprise_Time_5,Human_probs_1_1,Human_probs_1_2,Human_probs_1_3,Human_probs_1_4,Human_probs_2_1,Human_probs_2_2,Human_probs_2_3,Human_probs_2_4,Human_probs_3_1,Human_probs_3_2,Human_probs_3_3,Human_probs_3_4,Human_probs_4_1,Human_probs_4_2,Human_probs_4_3,Human_probs_4_4,Human_probs_5_1,Human_probs_5_2,Human_probs_5_3,Human_probs_5_4,Raw_human_probs_1_1,Raw_human_probs_1_2,Raw_human_probs_1_3,Raw_human_probs_1_4,Raw_human_probs_2_1,Raw_human_probs_2_2,Raw_human_probs_2_3,Raw_human_probs_2_4,Raw_human_probs_3_1,Raw_human_probs_3_2,Raw_human_probs_3_3,Raw_human_probs_3_4,Raw_human_probs_4_1,Raw_human_probs_4_2,Raw_human_probs_4_3,Raw_human_probs_4_4,Raw_human_probs_5_1,Raw_human_probs_5_2,Raw_human_probs_5_3,Raw_human_probs_5_4,Normative_probs_1_1,Normative_probs_1_2,Normative_probs_1_3,Normative_probs_1_4,Normative_probs_2_1,Normative_probs_2_2,Normative_probs_2_3,Normative_probs_2_4,Normative_probs_3_1,Normative_probs_3_2,Normative_probs_3_3,Normative_probs_3_4,Normative_probs_4_1,Normative_probs_4_2,Normative_probs_4_3,Normative_probs_4_4,Normative_probs_5_1,Normative_probs_5_2,Normative_probs_5_3,Normative_probs_5_4,Probs_Time_1,Probs_Time_2,Probs_Time_3,Probs_Time_4,Probs_Time_5,Norm_allocation_1,Norm_allocation_2,Norm_allocation_3,Norm_allocation_4,Raw_allocation_1,Raw_allocation_2,Raw_allocation_3,Raw_allocation_4,Allocation_Time,Center_X_1,Center_X_2,Center_X_3,Center_X_4,Center_Y_1,Center_Y_2,Center_Y_3,Center_Y_4,Circle_R_1,Circle_R_2,Circle_R_3,Circle_R_4,Normative_Center_X_1,Normative_Center_X_2,Normative_Center_X_3,Normative_Center_X_4,Normative_Center_Y_1,Normative_Center_Y_2,Normative_Center_Y_3,Normative_Center_Y_4,BaseRate_1,BaseRate_2,BaseRate_3,BaseRate_4,Sigma_X_1,Sigma_X_2,Sigma_X_3,Sigma_X_4,Sigma_Y_1,Sigma_Y_2,Sigma_Y_3,Sigma_Y_4,Centers_Circles_Time,Distance_1,Distance_2,Distance_3,Distance_4,Subject_Distance_1,Subject_Distance_2,Subject_Distance_3,Subject_Distance_4
BED,208,NaN,5,3,224765,C,0,7098,90.83314730229856,90.0,5,4,4,SIGINT-D,SOCINT,MOVINT,IMINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,7.0,53.0,33.0,10.0,15.0,55.0,20.0,8.0,14.0,60.0,18.0,13.0,10.0,72.0,5.0,7.0,7.0,77.0,9.0,7.0,7.0,53.0,33.0,10.0,15.0,55.0,20.0,8.0,14.0,60.0,18.0,11.0,9.0,65.0,5.0,7.0,7.0,80.0,10.0,7.0,7.0,53.0,33.0,8.379359663903015,9.063315532101212,68.34521129215574,14.212113511840036,4.977486202064283,5.383767950709466,81.19650183995508,8.442244007271189,5.553340325129062,1.5016563807556589,90.59026778220594,2.35473551190935,1.4658994496981064,0.3963879635153148,95.65142124571896,2.486291341067616,57252,22293,43103,39125,NaN,2.0,2.0,90.0,6.0,2.0,2.0,90.0,6.0,34897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,4,178745,B,0,4945,94.05425894133374,79.0,5,4,4,IMINT,MOVINT,SOCINT,SIGINT-C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.0,50.0,1.0,23.0,31.0,57.0,0.0,12.0,24.0,67.0,0.0,9.0,20.0,74.0,0.0,6.0,20.0,74.0,0.0,6.0,26.0,50.0,1.0,23.0,41.0,77.0,1.0,17.0,25.0,70.0,0.0,10.0,20.0,75.0,0.0,7.0,20.0,74.0,0.0,6.0,26.0,50.0,1.0,23.0,31.132897788816422,61.211888694102115,0.43647990976307327,7.2187336073183905,10.197748831147079,80.20113908019431,0.14297135203406908,9.458140736624552,5.659092324942974,89.01291022861145,0.0793398714147172,5.2486575750308875,5.662087186738542,89.06001696390548,0.02646061968599888,5.251435229669988,28455,22823,15444,21091,NaN,13.0,79.0,0.0,8.0,15.0,95.0,0.0,10.0,43087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,5,120869,B,0,4025,99.07587063565077,100.0,5,4,4,SOCINT,SIGINT-B,IMINT,MOVINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,44.0,6.0,10.0,33.0,57.0,5.0,5.0,4.0,90.0,3.0,3.0,4.0,93.0,2.0,1.0,1.0,97.0,1.0,1.0,40.0,44.0,6.0,10.0,34.0,60.0,6.0,6.0,4.0,90.0,3.0,3.0,4.0,94.0,2.0,2.0,1.0,97.0,1.0,1.0,40.0,44.0,6.0,10.0,28.10578317860542,60.707821378767456,4.071963690072405,7.114431752554723,6.054059050682996,91.53636217531196,0.8771116063650846,1.5324671676399646,6.165480635209037,93.22103793250865,0.22331358922535335,0.3901678430569616,1.6189433796544312,97.91261452902599,0.05863809786356072,0.4098039934560302,21060,18034,27144,15117,NaN,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,11279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,6,203752,D,6,19625,93.58379128307637,0.0,5,4,4,SOCINT,IMINT,MOVINT,SIGINT-A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.0,12.0,37.0,15.0,43.0,12.0,30.0,15.0,58.0,12.0,20.0,10.0,53.0,17.0,20.0,10.0,90.0,3.0,5.0,2.0,36.0,12.0,37.0,15.0,43.0,12.0,30.0,15.0,58.0,12.0,20.0,10.0,53.0,17.0,20.0,10.0,90.0,3.0,5.0,2.0,36.0,12.0,37.0,15.0,52.405071409197916,8.743557668019251,27.627227031527667,11.22414389125517,73.95425196819862,12.338944485546072,9.746914058748994,3.9598894875063144,49.66822659699005,33.147708177175204,6.546100098470446,10.637965127364303,87.35412316537548,8.32837403924189,1.6447100905733298,2.6727927048093005,20670,48469,25834,31153,NaN,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,30467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,7,135595,B,6,22043,96.55689041033594,0.0,5,4,4,SIGINT-C,IMINT,SOCINT,MOVINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.0,1.0,45.0,27.0,9.0,1.0,80.0,10.0,6.0,1.0,83.0,10.0,5.0,1.0,86.0,8.0,6.0,0.0,88.0,6.0,27.0,1.0,45.0,27.0,9.0,1.0,80.0,10.0,6.0,1.0,83.0,10.0,5.0,1.0,86.0,8.0,6.0,0.0,88.0,6.0,27.0,1.0,45.0,27.0,7.249483396428939,0.2680738850727467,85.33548409380569,7.146958624692629,1.9206609388005544,0.07102285937027741,90.43432312616662,7.573993075662558,1.0085686798844962,0.03729519878789042,94.97691554925426,3.9772205720733615,1.0398782367433583,0.009613243581732576,97.92533661068288,1.0251719089920337,27206,18643,10888,13197,NaN,2.0,0.0,98.0,0.0,2.0,0.0,98.0,0.0,25819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,8,196966,C,3,5382,79.4844561094433,20.0,5,4,4,MOVINT,IMINT,SIGINT-A,SOCINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0,15.0,48.0,28.0,12.0,12.0,51.0,25.0,9.0,10.0,54.0,27.0,49.0,7.0,29.0,15.0,48.0,7.0,26.0,19.0,9.0,15.0,48.0,28.0,12.0,12.0,51.0,25.0,9.0,10.0,54.0,27.0,71.0,10.0,43.0,22.0,47.0,7.0,26.0,19.0,9.0,15.0,48.0,28.0,13.571963187777309,5.441680926570148,70.84429532748601,10.142060558166543,3.957312830507391,1.5866852460694085,82.62711443844664,11.828887484976564,22.385907479969624,1.2822333393407577,66.77268924568153,9.559169935008086,20.432710007979463,1.1703569314201587,60.94669144106509,17.450241619535287,13510,20608,30638,20748,NaN,42.0,5.0,20.0,33.0,42.0,5.0,20.0,33.0,56269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,9,186780,A,1,7035,85.23409309355621,76.0,5,4,4,SOCINT,MOVINT,IMINT,SIGINT-D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.0,18.0,15.0,35.0,39.0,18.0,15.0,28.0,41.0,16.0,17.0,26.0,49.0,17.0,13.0,21.0,66.0,18.0,13.0,3.0,32.0,18.0,15.0,35.0,39.0,18.0,15.0,28.0,41.0,16.0,17.0,26.0,49.0,17.0,13.0,21.0,62.0,17.0,13.0,3.0,32.0,18.0,15.0,35.0,48.28278707828372,13.551070377809923,11.390640761850882,26.775501782055482,69.21760162967215,4.856661389213655,16.329480592786975,9.596256388327223,85.92514742028555,6.028948360148039,5.067760924232989,2.97814329533343,87.66568727895636,6.151073549824795,5.170415852943178,1.012823318275677,14695,22838,25755,28953,NaN,76.0,18.0,5.0,1.0,76.0,18.0,5.0,1.0,74241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,208,NaN,5,10,133676,D,3,4836,79.14786768650784,25.0,5,4,4,IMINT,SIGINT-B,MOVINT,SOCINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,24.0,27.0,42.0,9.0,30.0,23.0,38.0,10.0,51.0,16.0,23.0,7.0,58.0,10.0,25.0,3.0,58.0,7.0,32.0,7.0,24.0,27.0,42.0,9.0,30.0,23.0,38.0,9.0,51.0,16.0,23.0,10.0,84.0,15.0,38.0,3.0,58.0,7.0,32.0,7.0,24.0,27.0,42.0,11.905935536523202,51.41770224268155,14.378559215802115,22.297803004993128,2.914505372095884,88.10732954431779,3.5197895998092767,5.4583754837770515,0.7655706483225192,92.5747278382304,0.9245642954320819,5.7351372180150015,0.7240456374913394,87.55341911303411,0.8744153738843932,10.84811987559015,29484,9984,24695,18830,NaN,0.0,75.0,0.0,25.0,0.0,75.0,0.0,25.0,20810,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,1,340299,A,0,3386,64.48815276616182,95.0,5,4,4,MOVINT,SIGINT-A,SOCINT,IMINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.0,15.0,33.0,9.0,45.0,12.0,36.0,7.0,85.0,3.0,10.0,2.0,88.0,1.0,10.0,1.0,95.0,1.0,3.0,1.0,43.0,15.0,33.0,9.0,45.0,12.0,36.0,7.0,85.0,3.0,10.0,2.0,88.0,1.0,10.0,1.0,95.0,1.0,3.0,1.0,43.0,15.0,33.0,9.0,52.024437667635034,4.4652498772817895,40.69234767103553,2.817964784047655,26.549700981123852,6.836270858238419,62.29974092875402,4.314287231883704,41.95932629676305,5.402044260269028,49.229465139587056,3.40916430338087,69.33016133461982,8.925896413405981,20.335686138077456,1.4082561138967589,181303,53664,24602,28720,NaN,95.0,1.0,3.0,1.0,95.0,1.0,3.0,1.0,18487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,2,221692,C,4,13822,66.79756080757606,20.0,5,4,4,MOVINT,SOCINT,SIGINT-B,IMINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0,18.0,34.0,39.0,15.0,25.0,20.0,40.0,10.0,25.0,15.0,50.0,10.0,50.0,15.0,25.0,10.0,40.0,20.0,30.0,9.0,18.0,34.0,39.0,15.0,25.0,20.0,40.0,10.0,25.0,15.0,50.0,10.0,50.0,15.0,25.0,10.0,40.0,20.0,30.0,9.0,18.0,34.0,39.0,3.3746756584554873,26.07412855523813,12.333254332814201,58.21794145349218,2.132928558830647,16.47988105249275,7.795104789958056,73.59208559871855,2.3961878280709104,6.171310055142974,8.757224961381283,82.67527715540484,0.6401826855421195,1.6487713517830294,9.35857152431483,88.35247443836002,47596,53212,29047,41371,NaN,10.0,40.0,20.0,30.0,10.0,40.0,20.0,30.0,15148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,3,214812,C,4,9766,44.416513595569384,35.0,5,4,4,SIGINT-D,SOCINT,MOVINT,IMINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,7.0,53.0,33.0,2.0,8.0,25.0,65.0,1.0,2.0,27.0,70.0,1.0,2.0,32.0,65.0,1.0,1.0,35.0,63.0,7.0,7.0,53.0,33.0,2.0,8.0,25.0,65.0,1.0,2.0,27.0,70.0,1.0,2.0,32.0,65.0,1.0,1.0,35.0,63.0,7.0,7.0,53.0,33.0,8.379359663903015,9.063315532101212,68.34521129215574,14.212113511840036,4.977486202064283,5.383767950709466,81.19650183995508,8.442244007271189,5.553340325129062,1.5016563807556589,90.59026778220594,2.35473551190935,1.4658994496981064,0.3963879635153148,95.65142124571896,2.486291341067616,40076,62665,25084,40045,NaN,1.0,1.0,35.0,63.0,1.0,1.0,35.0,63.0,21965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,4,184315,B,1,6412,90.03667938167223,68.0,5,4,4,IMINT,MOVINT,SOCINT,SIGINT-C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.0,50.0,1.0,23.0,34.0,60.0,1.0,5.0,29.0,50.0,1.0,20.0,19.0,70.0,1.0,10.0,13.0,68.0,10.0,9.0,26.0,50.0,1.0,23.0,34.0,60.0,1.0,5.0,29.0,50.0,1.0,20.0,19.0,70.0,1.0,10.0,13.0,68.0,10.0,9.0,26.0,50.0,1.0,23.0,31.132897788816422,61.211888694102115,0.43647990976307327,7.2187336073183905,10.197748831147079,80.20113908019431,0.14297135203406908,9.458140736624552,5.659092324942974,89.01291022861145,0.0793398714147172,5.2486575750308875,5.662087186738542,89.06001696390548,0.02646061968599888,5.251435229669988,37175,42011,33868,35162,NaN,13.0,68.0,10.0,9.0,13.0,68.0,10.0,9.0,19781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,5,186342,B,0,16645,92.26496098458122,85.0,5,4,4,SOCINT,SIGINT-B,IMINT,MOVINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.0,44.0,6.0,10.0,46.0,48.0,3.0,3.0,21.0,75.0,2.0,2.0,18.0,80.0,1.0,1.0,13.0,85.0,1.0,1.0,40.0,44.0,6.0,10.0,46.0,48.0,3.0,3.0,21.0,75.0,2.0,2.0,18.0,80.0,1.0,1.0,13.0,85.0,1.0,1.0,40.0,44.0,6.0,10.0,28.10578317860542,60.707821378767456,4.071963690072405,7.114431752554723,6.054059050682996,91.53636217531196,0.8771116063650846,1.5324671676399646,6.165480635209037,93.22103793250865,0.22331358922535335,0.3901678430569616,1.6189433796544312,97.91261452902599,0.05863809786356072,0.4098039934560302,58781,26270,18611,28579,NaN,13.0,85.0,1.0,1.0,13.0,85.0,1.0,1.0,12963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,6,158527,D,6,9470,88.7691197047194,1.0,5,4,4,SOCINT,IMINT,MOVINT,SIGINT-A,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.0,12.0,37.0,15.0,60.0,5.0,30.0,5.0,70.0,5.0,20.0,5.0,65.0,10.0,15.0,10.0,90.0,1.0,8.0,1.0,36.0,12.0,37.0,15.0,60.0,5.0,30.0,5.0,70.0,5.0,20.0,5.0,65.0,10.0,15.0,10.0,90.0,1.0,8.0,1.0,36.0,12.0,37.0,15.0,52.405071409197916,8.743557668019251,27.627227031527667,11.22414389125517,73.95425196819862,12.338944485546072,9.746914058748994,3.9598894875063144,49.66822659699005,33.147708177175204,6.546100098470446,10.637965127364303,87.35412316537548,8.32837403924189,1.6447100905733298,2.6727927048093005,35973,16958,38299,36379,NaN,90.0,1.0,8.0,1.0,90.0,1.0,8.0,1.0,13494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,7,101229,B,6,9563,91.05414159343837,1.0,5,4,4,SIGINT-C,IMINT,SOCINT,MOVINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.0,1.0,45.0,27.0,20.0,1.0,70.0,9.0,9.0,1.0,75.0,15.0,8.0,1.0,77.0,14.0,10.0,1.0,83.0,6.0,27.0,1.0,45.0,27.0,20.0,1.0,70.0,9.0,9.0,1.0,75.0,15.0,8.0,1.0,77.0,14.0,10.0,1.0,83.0,6.0,27.0,1.0,45.0,27.0,7.249483396428939,0.2680738850727467,85.33548409380569,7.146958624692629,1.9206609388005544,0.07102285937027741,90.43432312616662,7.573993075662558,1.0085686798844962,0.03729519878789042,94.97691554925426,3.9772205720733615,1.0398782367433583,0.009613243581732576,97.92533661068288,1.0251719089920337,19142,16006,17628,12542,NaN,10.0,1.0,83.0,6.0,10.0,1.0,83.0,6.0,16006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,8,110667,C,1,9251,91.19133576250546,41.0,5,4,4,MOVINT,IMINT,SIGINT-A,SOCINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.0,15.0,48.0,28.0,14.0,10.0,55.0,21.0,9.0,5.0,60.0,26.0,30.0,3.0,46.0,21.0,28.0,3.0,41.0,28.0,9.0,15.0,48.0,28.0,14.0,10.0,55.0,21.0,9.0,5.0,60.0,26.0,30.0,3.0,46.0,21.0,28.0,3.0,41.0,28.0,9.0,15.0,48.0,28.0,13.571963187777309,5.441680926570148,70.84429532748601,10.142060558166543,3.957312830507391,1.5866852460694085,82.62711443844664,11.828887484976564,22.385907479969624,1.2822333393407577,66.77268924568153,9.559169935008086,20.432710007979463,1.1703569314201587,60.94669144106509,17.450241619535287,19594,18736,21388,19750,NaN,28.0,3.0,41.0,28.0,28.0,3.0,41.0,28.0,11700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,9,129121,A,4,7660,73.22883674862655,19.0,5,4,4,SOCINT,MOVINT,IMINT,SIGINT-D,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.0,18.0,15.0,35.0,40.0,13.0,12.0,35.0,47.0,8.0,18.0,27.0,54.0,13.0,10.0,23.0,19.0,13.0,10.0,58.0,32.0,18.0,15.0,35.0,40.0,13.0,12.0,35.0,47.0,8.0,18.0,27.0,54.0,13.0,10.0,23.0,19.0,13.0,10.0,58.0,32.0,18.0,15.0,35.0,48.28278707828372,13.551070377809923,11.390640761850882,26.775501782055482,69.21760162967215,4.856661389213655,16.329480592786975,9.596256388327223,85.92514742028555,6.028948360148039,5.067760924232989,2.97814329533343,87.66568727895636,6.151073549824795,5.170415852943178,1.012823318275677,30186,26208,13166,24445,NaN,19.0,13.0,10.0,58.0,19.0,13.0,10.0,58.0,18876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
BED,209,NaN,5,10,100698,D,4,3838,88.77582734438732,31.0,5,4,4,IMINT,SIGINT-B,MOVINT,SOCINT,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0,24.0,27.0,42.0,15.0,36.0,18.0,31.0,8.0,65.0,8.0,19.0,3.0,71.0,3.0,23.0,3.0,63.0,3.0,31.0,7.0,24.0,27.0,42.0,15.0,36.0,18.0,31.0,8.0,65.0,8.0,19.0,3.0,71.0,3.0,23.0,3.0,63.0,3.0,31.0,7.0,24.0,27.0,42.0,11.905935536523202,51.41770224268155,14.378559215802115,22.297803004993128,2.914505372095884,88.10732954431779,3.5197895998092767,5.4583754837770515,0.7655706483225192,92.5747278382304,0.9245642954320819,5.7351372180150015,0.7240456374913394,87.55341911303411,0.8744153738843932,10.84811987559015,18159,23026,22183,10530,NaN,3.0,63.0,3.0,31.0,3.0,63.0,3.0,31.0,14789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
